发文时间,标题,发文位置,阅读量,在看数,点赞数,转发数,留言数,链接,封面,类别,图片/视频引用（次）,字数,数据引用（次）,描述疾病原理（是/否）,本地相关性,主要医护职称,故事/案例引用（个）
2024-12-14 10:31:08,住院没床位？术前检查东奔西跑？到舟山医院就医，找“他”一站式完成！,1,9211,14,47,123,17,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649574004&idx=1&sn=e028a4c58f26b0b0e7830cb2492e06fa&chksm=8937da02b502fcbe3b6eb59d6db85ef7aebc16f9ccbe25b8bd46adebb695c5b9103d85cff853&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS9UsibIibfluvfxsKvzWA3Bs1qVia6cS3hacLe0jQWx3PiabGRWPwDlNibJWTQlvKbiaichpqDP4wibjjkpiag/640?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-12-06 18:49:58,挂不到号？候检太久？到舟山医院就诊的老年人都应知晓的专属福利！,1,8756,19,63,123,8,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649573852&idx=1&sn=507b6116229993e40a5d1992c7720a0b&chksm=896287134a42e84e609c4e7e274f9b454d637b319c8c1f9e96308452f88ff5427d6caeea298d&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS8nzt7HN1PVuNjuD7XyC7MNroyd2WmQI5D4p1KRiaDib6bWD60xTxvyE3yaV9vTbrhVfIMAVThBDw8g/640?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-11-08 19:31:29,四处奔波就医太折腾？舟山这家医院可邀请闻名全国的明星医生为您看诊、手术！,1,7129,5,24,71,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649573439&idx=1&sn=5e9e7f46ea3273764d794cf5c20b82e8&chksm=89d75406f5b6066d0a1b2855a6aea30e809079d5724571bc0e8c6b00f9cf8caed7a894fcccc0&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSib6cyC93wsrjPSIsaciaB5otmBkvT3VfRaHCDZscsvldssicFA9GspyLty6tTRoPnl5eelicocrVbX3A/640?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-09-14 17:32:28,2024年舟山医院中秋节期间医疗工作安排,1,5608,2,5,30,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649572515&idx=1&sn=ef46410507f04dbcbf953e8ce52a0d25&chksm=89f787b4819590cbd5cf79b9a406d84dcb0eb4d4e36162d5a40bb0aed5f97118754f9edf6576&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSicfic41iaJRySNXbC9644RpolicHfg9HdnwM51nzgXrRbjUalAAfH5UHDGN9QEXcvUNbvgJRJSnJysSw/640?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-08-06 16:29:58,“老家我来了”！舟山籍浙大二院专家组团义诊 8月11日上午来舟山啦,1,17520,25,45,397,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649571783&idx=1&sn=904179a289926183c3e4b5af9d154281&chksm=89bb591ac7141b1125225ed07c76fe22b260bcbbd392d1e1ce8b0e799251ac8366b1577e425d&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSic94nO3ia5wYSbHbicnSjC3h6lFEXyicoBzLQrHyiaLDzibPIWxoIhq5GNib9RC79uHibMHMFL1TQNajzK9g/640?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-07-19 18:31:59,重要通知！7月20日起，舟山医院预约挂号时间有调整！这份预约挂号指南，请查收！,1,22940,25,65,365,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649571401&idx=1&sn=e75e73eaf12b656c6f7b30d75e85bc42&chksm=8926d444c1892fc10073f126fe0d6c06eca3e277ad58c7dc84d412d7c6ec06af79a5066c8fd0&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS9RI5DVNlyM5SywUtT4GtSkmseYONHvDZI5P4BSOmg0sgLpzxhbKicRppYxQTfvDzKEbSQfS85moWQ/640?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-04-27 18:31:14,2024年舟山医院五一劳动节期间医疗工作安排,1,6892,3,8,57,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649569729&idx=1&sn=884d2cc6f785786ea4a9c80d65693231&chksm=898149c7b2b8c599742f5c7987b8e48f05a2b821fd16557b1460622fecd443d9af4e1dbcaad0&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS8faPE2gnICLibXrPn9cFV2wUkibEnn1szYcozhBLxyHWK3wrSymj3eB0lxWBbzRrUta1d1UUx2jm5A/640?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-04-07 16:09:03,义诊预告！省市共建公共服务一体化医疗卫生合作 浙大二院专家大型义诊活动,1,5645,9,15,256,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649569306&idx=1&sn=a48a6aafab652dd1da8d5b0f955a7020&chksm=89b3cb113351ac0cf24d97cac3d998bb1ba1557205dd53b95a790710d34f686949443925216f&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSiba1nDrrKeicticibv8icqETzicwgjCuplfFrRcTrTGn9PWkzgD0Kdq4EQZpdLHQibIn4NuY5DrBz5FkMpw/640?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-03-29 16:50:02,舟山医院2024年清明节假期门诊医疗工作安排,1,5161,3,2,30,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649569150&idx=1&sn=e5d9bd0758c1cd175dd013d2b5fcc2ce&chksm=89d1d4bf096c44982b919ad8b9c067d450b7768ce2ca16d9bd3a82a2f001aae94591336048d3&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSic1UUpicmJicviaN0eapHibOMUtmAFhrkWZ1vbIlruic98rWesouX6CdTvbCeibI1kpo5btuzEs009cuKgw/640?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2023-12-28 16:45:31,2024年舟山医院元旦假期门诊医疗工作安排,1,5326,9,13,50,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649567194&idx=1&sn=1a73de2ade284d69c5b0de4733980081&chksm=893a36bc3ab492a1ccf84c865d1b476a8221bd1220442343e893a5cdf672ee24cafc8780e61c&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSibiaFLVUccg2sRoc360SCul1eHGZ5icReHufMnmJ8sGfInPOMgicusRzDUOcrpPKFe8YaeLEnohBIOqA/640?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2023-10-27 19:35:52,重磅！王建安教授、严敏教授、严盛教授等大咖团队要来舟山医院坐诊啦！家门口享省级名医诊疗服务,1,10127,9,20,36,2,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649566069&idx=1&sn=877aef168e97dd72e3dbef8607e2905c&chksm=899f79d34d529d6b118b5a80785ff2838b33cd7da860f8d0895dfed9a5af1be2c9ca833e8348&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSicCEK7v1fticib7IByTkDbTFEXyzewibib6CvB2GLWy8xia6ibI4GeMCFvyCKqqYPbUlBfEhR7EGRcY952g/640?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2023-09-26 20:09:22,2023年舟山医院中秋国庆假期医疗工作安排,1,9549,0,4,0,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649565296&idx=1&sn=b46362aaabc1a012fe9e66c56e3bf16e&chksm=8960976d488aee3aefc87e9ef78a7591c006b02efbdc217b2c12d87a5dcf48c8308142cfc373&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSicOgqhQ0611zTrkIKkJia5ia0dfAqNNSY66b5rY8vD4sBBYePz6NdYB4OyXUHxK7b7u7rNIt8jr64lA/640?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2023-09-12 21:08:24,围观！当患者在舟山医院门诊等候就诊时，发生了这一幕 ……,1,13793,18,46,8,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649565004&idx=1&sn=d467615e94a0486ea22f29bc4ce2b24f&chksm=89b485ceb092e42cdc4c6da7d4fecfb3524a7423851ea55dc3fd07ee1cc41d892a795fdb545b&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS9WkLkKdXyy855PfkmpGeDBX1W5UyYXwUauGuCwk1VWey9l0JXILrkDn5ArmKdG1JfIyLPAtoneZA/640?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2025-04-25 18:30:58,舟山医院2025年“五一”假期门诊医疗工作安排,2,1390,0,2,16,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649576674&idx=2&sn=732ab3eb871b261884ba8b2f1d316614&chksm=8912c7c98fd7d24f2e95bbc1d3e9d01ba79d1749e6fe67781b4c62831b540360a30f79fabfc7&scene=126&sessionid=0#rd,https://mmecoa.qpic.cn/sz_mmecoa_jpg/yJrZiagSjhSiccAagVSVrVoMnuImrErzu7TYTeGPzJMPFsdulgdjoHytcBMyLhPgbDbgfQo84licibrjZmVbD0NIjg/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2025-01-20 18:21:18,省心！舟山医院升级多学科诊疗门诊，挂1个号即可预约至少3位专家同时诊疗,2,1425,1,5,17,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649574789&idx=2&sn=a0c45b424980a6c4edea64adea5348ee&chksm=89bc6275d814f1233141fe74ab3b5e2edf97287901b84c77cb4902e65b9734c7f72d720d5ea7&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS8UHBa5wRk4IeUic1oP07Wbr3cBZfcVaiaW10P4JfsEWgqqNEceyE11FDAw92SdagZeyT3EoQic5KYKA/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-12-14 10:31:08,周期更长“帮扶”更深！舟山医院开启“组团式”巡回医疗，让岛民更有“医”靠,2,496,6,7,9,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649574004&idx=2&sn=d68d4fc018abf877f3eb854d3f902fcf&chksm=898eb3ddf691e4d32cf727b82fc1def8b465838fdb6be99683d3d7d7b5be692c232e3881cfd7&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS9UsibIibfluvfxsKvzWA3Bs1gUE08GLwZ7zwyuaYXXIHc3lHEZSwkPeBjFaP2Gs4qfypYm2kzFx8eQ/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-11-29 18:31:32,活动预告丨舟山医院“第五届中医膏方养生节”火热开启,2,815,1,0,15,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649573743&idx=2&sn=7c31f751297eed402a385b2f12fdc0e5&chksm=89cc06b68b1837c5d237ee1ccb81f5c88cd82a74a932e7848d452ece3f8e679ae750de72691d&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSibNJdich9mPIia1Mu0hfv7GKBbufNXUzxGWlAMaEmuibBfUsUeN2NBhQm4v1aQ2vPInVU03KiaubfhlMA/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-11-08 19:31:29,免费！舟山医院骨科请浙二专家为中老年朋友开展膝髋关节置换公益活动,2,1723,2,7,50,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649573439&idx=2&sn=40f06a243a5692e364d3830be60f7f73&chksm=890209ee75731f1c10e8933d569fd073d410fe66020d63fe458f6addcca4925e01112bf1300c&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSib6cyC93wsrjPSIsaciaB5otoKxIj46bia7zoIxQobuS8u2asSvqstHtgx2WZb7qibNRWo3QtXjfdINA/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-09-14 17:32:28,全市首家！舟山医院疼痛科病房正式启用,2,2037,1,8,31,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649572515&idx=2&sn=46a3aec0c2c67d89342f714708c01260&chksm=898892d38db0a58957a6ee4045cc225040b732a168757b422ee82f7a309c6818bedaf9fc4896&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSicfic41iaJRySNXbC9644RpolGp1NjehrSAiaOaYxz58sgtgNWItsia4IZcbhktw3zDVtKEUnWLvqBGpA/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-05-31 18:44:18,义诊预告丨6月7日，浙江省医学会医学遗传学分会专家联合舟山医院专家开展遗传性罕见病科普义诊,2,1616,1,4,31,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649570438&idx=2&sn=921ba7cff4d7a35a1e83079c1bdb094e&chksm=89fb81040136ae24c4f470ebdc43f681d1d5b5171a48985aa0aa1e8b12936fa685c40e3f71ec&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS8hCf9T73fWiaWfEUKwzjgrFeloicdua0XiaJCt0XBdLDQ0YqwN08GlKic7rupg7aPU0QMa4ZDorkC8Lw/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-04-12 18:32:21,医保实现“刷脸”支付！舟山医院正式启用医保刷脸，医保就医迈入新时代,2,2595,4,7,84,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649569458&idx=2&sn=a6fda5f42a2c2b089862fca11744b79e&chksm=898d40fe44909836f780bdd2efe2aca646bf03e81112ed3e30f789378d8199f2970d8d61981d&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS9zLiaPc9dR66lo2rAiaiaDPJwAibE6DBdOKP1KCWyx3zKsg8niauEfQrGeKbcibKPIdMyYuFv3v4yicqnkA/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-03-22 20:05:00,专家医讯丨浙大二院舟山分院一周外请专家出诊表（3月25日-3月31日）,2,2325,1,1,18,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649568997&idx=2&sn=d3757650f98cf8afd17306810b4be998&chksm=895a7bbf9bfd4697102ac42518f61e59bf2354d7d4064c9bcb007af663d6e27a73accbe5d36b&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS97kdv1EiaT4BPXW13CVUPwicjvJGHgUxAGmHutrviaj0cPb0uMOGJULRGaKDLjKqUM9AF6plSNX9l0A/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-01-26 18:30:31,专家医讯丨浙大二院专家一周出诊表（1月29日-2月4日,2,1662,0,0,11,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649567835&idx=2&sn=267e7fe9db6ecc682e1d97e7c415c709&chksm=8963374705731c779ebd103f91c1fb1220c714a99c4e881763286ca436d0c4d0b540b28f7e3c&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSibkZKrnka0vQD7EP50nibCLIaiaz5luVxRbBT4g3RILraNcKEASqKWibAgYquy0owVJCjCBAlqblcYxw/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2023-12-08 18:38:05,以针代刀，精准灭瘤！舟山医院成立全市首个肿瘤消融中心，浙大二院引领，让消融术惠及更多患者,2,3141,3,9,102,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649566818&idx=2&sn=b69543576d70aada64577b1dae39306b&chksm=89ba84446101d48a9cc9deda0abdec57709bfe4a5645d89b1091bf92184143f3fec7f7179225&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSib2lYtCsaI2HNme3Sgx9j0xOgUicIhMp0RJMydiaYiazf7BwCCnt0TdKIbkibNhCialxdmWUJlDbatuYMQ/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2023-11-13 16:39:10,义诊预告丨11月18日，浙大二院严敏教授工作室疼痛科专家来舟义诊！,2,2350,4,5,41,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649566435&idx=2&sn=b39c605984a1b3620c46ab51261812e8&chksm=899e8d65a2f589c8fd3a99be048071ff21cffea48ec873cbc0dfeabd72c590cd08d9807f9b64&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSibkfGiaSBUodV6IMEfulvx7eonkchWM0rwWUxIUib4s2ibPAcd7xtM7icXPLf8p4GLL5ImNicdyfUo9oQg/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2023-10-20 18:09:14,专家医讯丨舟山医院一周外请专家出诊表（10月23日-10月29日）,2,3615,3,3,1,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649565674&idx=2&sn=c49d37d1b19e4f9b8b5e9deb6a182304&chksm=89cd85ffb2a7fba3d1a61ae024c6668528ccc65512e8c35d4628d329a091742fd2961a624664&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSibVXBaCKy2ARzwgd6nykLcom2yUf7XrnoxaiaVhIfecdP92hyAqJbhEOjGjtwtlvpH8rZuPXOIElUQ/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2023-10-13 18:39:41,专家医讯丨舟山医院一周外请专家出诊表（10月16日—10月22日）,2,3981,1,4,2,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649565552&idx=2&sn=146463fee2bb696a4f17980822568abc&chksm=895f7b53686756e082cf57951801f4711ff433c357c4a651187bc793780c3061c5ea33994de6&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS8GvHmcOuacwibfICH0aU0GuZX4ExLiatKw0QiaIYIW3LtzLjsd5C84OtX0EvwiczjNgDurpuIA4oW0SA/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2023-09-18 19:02:35,【专家医讯】浙大二院超声医学科副主任张超教授每周二在舟山医院坐诊、手术,2,4758,6,6,11,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649565139&idx=2&sn=0beb1427f4786813e106e99749a164e8&chksm=89b1e24e80cd67144893b74e1c00cf53297483d864efdaf37d40aa5a278d6636ca3a7c4e9713&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS8YR4OFSjNDtdtn0T5gWhmXiaeuw1xLRYNGhM74UjbRUthrLA5JU7SefjMrTYv10Hb1qVjITrFiaXqA/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2025-06-20 19:05:51,专家医讯丨浙大二院专家一周出诊表（6月23日-6月29日）,3,1067,2,27,8,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649578002&idx=3&sn=8a751831ebc02593a24ea5510aa8545c&chksm=89ae4a9aab22f7b8737b0d209a9a108064d070aca9682ca478bd9cfc2c977205c65cba15d87c&scene=126&sessionid=0#rd,https://mmecoa.qpic.cn/sz_mmecoa_jpg/yJrZiagSjhS9U2DOMgjqZrPTpBTgltWPoUe3hD8ibuLLpbLs9uib8MicLwrwMMncqtLRfn9FFzaFTmibOVIhiaN4sBXg/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2025-06-13 18:30:00,专家医讯丨浙大二院专家一周出诊表（6月16日-6月22日）,3,1028,1,27,5,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649577812&idx=3&sn=b230e26854978b7da1ff8afcdd9583c7&chksm=8934a75a3aa2c1dddf67e0e913b8546f52a82fdaa2acc8fd09b9776e9c1ce9255ad328be11e3&scene=126&sessionid=0#rd,https://mmecoa.qpic.cn/sz_mmecoa_jpg/yJrZiagSjhS96ZLxIODLefTSI2ADqta0XWRYEJK0TC0ezLl7nCIVibKDlPPT6uGicg0qQzLNiaPmoItMhYcbs56nNQ/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2025-06-06 18:31:51,专家医讯丨浙大二院专家一周出诊表（6月9日-6月15日）,3,1202,1,8,9,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649577714&idx=3&sn=9f4106b6f847c0acd69d7ad76d6401b4&chksm=8960ff83603c56bd8c9bbb0cd888db4e9c24ac3b0dc541105e93fac313b9717c706d8f3d5a3e&scene=126&sessionid=0#rd,https://mmecoa.qpic.cn/sz_mmecoa_jpg/yJrZiagSjhS9U2DOMgjqZrPTpBTgltWPoUe3hD8ibuLLpbLs9uib8MicLwrwMMncqtLRfn9FFzaFTmibOVIhiaN4sBXg/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2025-05-23 18:31:34,舟山医院2025年端午节假期门诊医疗工作安排,3,979,0,1,5,1,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649577347&idx=3&sn=5cc03794a3b6b18b18325e03fa3b3559&chksm=89c570ccc13fff7db04fc687902fd2d038ea7be2b2cd5198a77ed505db3d67a4254f266c6cdd&scene=126&sessionid=0#rd,https://mmecoa.qpic.cn/sz_mmecoa_jpg/yJrZiagSjhSibAJmjU5iaFTBoO8QkTIgiajYXwWLH1LhDZsk9683GITicxfPQkAZApViaGFyYmkqrNAaBMbx7pBDE14A/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2025-04-18 18:31:28,专家医讯 | 舟山医院一周外请专家出诊表（4月21日-4月27日）,3,1386,1,0,13,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649576560&idx=3&sn=a9e98fb1dda389c39a1d29b78d90c670&chksm=8916d9f82b1a2e2df6d4d6b644f6dbab22d34ec6b77faa80038e6f15287ef705d7fba592adca&scene=126&sessionid=0#rd,https://mmecoa.qpic.cn/sz_mmecoa_jpg/yJrZiagSjhSibibelCXCkEjshQCF1yfbSbvQicdRLpZxGb8KLiaGIcAiaCuNyCRPFkosEBld1q4LRl2HOurAx2tnvgbA/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2025-04-03 18:31:50,以中医“治未病” 舟山医院开设中医治未病门诊打造个性化诊疗服务,3,716,2,2,9,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649576356&idx=3&sn=952bfcfc245433cef653dba2fe7e2955&chksm=8942881e4a7fa4f5479669506b4774a2aef0b6df89269f2edbb053432f5471fbd119dd4a3490&scene=126&sessionid=0#rd,https://mmecoa.qpic.cn/sz_mmecoa_jpg/yJrZiagSjhSibP4fxrnXRerWUsGyXAHZfoPQlR5zk58n1hk0Iu3F2ElrM6oUI8C9Dwzb6Adv7uAJyOnQ0O5ROJ2Q/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2025-03-14 18:32:47,专家医讯 | 舟山医院一周外请专家出诊表（3月17日-3月23日）,3,1216,1,4,2,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649576017&idx=3&sn=d54c5711b6a7124dc4ba7d9f4c56aa4f&chksm=899e3018501dd77062c7ac9abcddafff58ab25265906260c5184ac1f9a89615eba4297f751ff&scene=126&sessionid=0#rd,https://mmecoa.qpic.cn/sz_mmecoa_jpg/yJrZiagSjhSicDVoNUkrZiciaAOOpFsuEBbdQhmWsa8Mv2P9fribFhDkB5yZ3hcPkEu6mzJCH7ia98MxRmDQkFA3zBtA/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2025-01-10 18:31:41,舟山医院开设乙肝临床治愈门诊 助力患者实现临床治愈,3,996,0,3,19,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649574616&idx=3&sn=fb0e3960d4592543b34bb7f534054a0a&chksm=892f0ed4972020c0f21a9e06bce3c2793a1ba4d2683abfd8b1146dcc5cc3abe88b9edf2c66eb&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS9VKs8RajH1MWniblrwKBL9Awics6Azgyu7cODGOKoLq5LriaPwR8ia7xC9u0cqd7KM1nibybKQPuIfoFw/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-12-06 18:49:58,专家医讯丨舟山医院一周外请专家出诊表（12月9日-12月15日）,3,1215,1,0,3,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649573852&idx=3&sn=c6662189d3ad0e06baec714589fcc56d&chksm=8930b797d8740fb5460d4a61d2ebe118aaca073c2a19a0c1eeea44dbb0fae4b06f0c9217d3df&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhS8nzt7HN1PVuNjuD7XyC7MNTiaoa5HQrXWicmDcRLNXZicUAdvSO8pwFwsG3jfIlV7wmHrKkgTJKe4iag/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-11-15 18:31:42,活动预告丨福仁惠民  “喝”护您的健康，舟山医院中医药健康文化公益活动正式启动,3,1880,1,3,184,,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649573566&idx=3&sn=dd930d723786741d1cdd1bb2f62edace&chksm=89d69364237453c3300d20d703e21d1c286f19068fc08e8a821ccafc544c993b690a9410194f&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSibwiaEenbBZBgs0JzvrrL8OEenOykMIhJlrsDCCHd2PLDfhkopuhKewaDcjwnT46xsoJAtsFgGicEZQ/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
2024-10-31 16:31:45,“掌上医院”正式上线！“云”覆盖就诊全流程，一部手机随时随地看病,3,5896,12,36,66,0,http://mp.weixin.qq.com/s?__biz=MzA4OTExMjQ5OQ==&mid=2649573324&idx=3&sn=586f714e152506f9da60c29b0a8faefd&chksm=893b38ef76334af87b29975e12cd325321ec1c4fe48baf6aa7185cf5f7367196322c27a694f1&scene=126&sessionid=0#rd,https://mmbiz.qpic.cn/sz_mmbiz_jpg/yJrZiagSjhSic7yV18RxAPz33AuPibesFbDjwxJ4SozfbzRicGzFibmMcAI1ORnEURMXM4Afwmnq1iczCbwThIXgZoiaw/300?wxtype=jpeg&wxfrom=0,便民服务类,,,,,,,
